fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
F0_10_Def,sil,0.055,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,53,55,57,58,60,56.377
F0_10_Def,dan4,0.08,60,65,69,70,71,71,71,71,71,70,69.322
F0_10_Def,shi,0.22,70,61,55,54,55,54,54,72,73,72,61.188
F0_10_Def,wo,0.14,72,72,72,73,73,73,73,73,72,70,72.394
F0_10_Def,shen1,0.22,70,55,56,55,58,71,70,69,68,66,63.281
F0_10_Def,ti3,0.23,66,55,63,56,43,48,70,71,73,63,60.596
F0_10_Def,bu,0.13,63,56,46,50,56,62,66,70,71,67,60.393
F0_10_Def,tai,0.18,67,52,65,65,61,65,69,69,70,70,64.963
F0_10_Def,shu1,0.27,70,56,54,52,45,66,71,70,70,66,61.379
F0_10_Def,fu2,0.29,66,50,46,46,45,70,71,68,63,--undefined--,57.688
F0_10_Def,sil,0.027,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
F0_10_Non,sil,0.045,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,56,56,57,61,56.981
F0_10_Non,dan4,0.08,61,67,70,71,72,73,73,74,74,74,71.314
F0_10_Non,shi,0.15,74,70,60,59,59,59,72,74,75,75,67.106
F0_10_Non,wo,0.11,75,74,73,74,73,73,73,74,73,71,73.284
F0_10_Non,shen1,0.19,71,58,57,55,70,72,71,70,69,69,65.982
F0_10_Non,ti3,0.15,69,64,64,67,61,58,70,70,62,53,64.257
F0_10_Non,bu,0.09,53,50,47,43,50,63,70,73,74,70,58.993
F0_10_Non,tai,0.17,70,57,61,62,70,72,72,72,72,70,67.424
F0_10_Non,shu1,0.24,70,56,55,54,55,72,71,71,72,71,64.087
F0_10_Non,fu2,0.23,71,56,56,50,51,69,71,68,66,--undefined--,61.36
F0_10_Non,sil,0.026,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
F0_1_Def,sil,0.036,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,44,44,49,45.044
F0_1_Def,tu2,0.119,49,63,75,78,74,68,68,71,72,71,70.047
F0_1_Def,shu1,0.15,71,65,56,54,53,54,67,71,68,55,61.495
F0_1_Def,guan3,0.25,55,35,66,73,73,71,69,68,67,67,64.619
F0_1_Def,li,0.13,67,67,68,70,69,68,68,68,68,67,68.041
F0_1_Def,hao3,0.16,67,66,59,53,53,55,57,66,67,68,60.352
F0_1_Def,xiang4,0.16,68,64,52,51,52,60,67,67,67,65,60.73
F0_1_Def,mei2,0.18,65,67,68,69,70,70,69,68,68,67,68.317
F0_1_Def,you,0.11,67,67,68,68,68,68,69,69,69,69,68.308
F0_1_Def,zhei4,0.16,69,60,45,47,53,64,71,71,67,59,60.073
F0_1_Def,ben3,0.12,59,56,54,53,60,66,66,65,62,59,60.106
F0_1_Def,sp,0.04,59,57,56,53,51,52,54,58,60,61,55.527
F0_1_Def,shu,0.32,61,55,55,55,54,49,64,64,62,51,57.535
F0_1_Def,sil,0.057,51,46,40,36,34,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,40.195
F0_1_Non,sil,0.037,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,52,53,51.788
F0_1_Non,tu2,0.108,53,60,66,63,60,64,70,72,72,70,65.486
F0_1_Non,shu1,0.13,70,64,55,52,60,68,69,68,66,61,63.132
F0_1_Non,guan3,0.23,61,60,72,72,70,69,68,68,67,66,67.693
F0_1_Non,li,0.14,66,67,68,69,69,70,72,70,69,66,69.042
F0_1_Non,hao3,0.12,66,61,57,55,60,66,68,68,68,68,63.197
F0_1_Non,xiang4,0.15,68,64,55,52,51,64,69,69,69,67,62.36
F0_1_Non,mei2,0.14,67,68,68,67,68,69,69,68,69,69,68.17
F0_1_Non,you,0.11,69,70,70,71,71,72,73,73,73,72,71.514
F0_1_Non,zhe4,0.15,72,66,56,53,54,65,69,68,63,57,62.092
F0_1_Non,ben3,0.15,57,58,61,64,63,60,55,54,59,61,59.175
F0_1_Non,shu,0.31,61,54,55,51,51,63,63,63,58,43,57.441
F0_1_Non,sil,0.038,43,40,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,40.602
F0_2_Def,sil,0.035,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,47,47,46.78
F0_2_Def,dan4,0.11,47,54,58,67,70,70,70,70,70,70,65.554
F0_2_Def,wo,0.15,70,70,70,70,70,70,69,68,67,64,69.064
F0_2_Def,xian4,0.24,64,53,55,49,67,68,68,68,67,63,62.161
F0_2_Def,zai4,0.22,63,43,48,67,70,68,67,67,67,66,62.309
F0_2_Def,you,0.13,66,66,67,67,68,68,68,68,69,67,67.474
F0_2_Def,dian3,0.18,67,55,67,70,70,69,68,66,66,63,66.243
F0_2_Def,ji2,0.21,63,46,48,52,47,56,63,64,62,59,55.268
F0_2_Def,shi4,0.33,59,55,59,58,58,51,69,69,63,43,60.084
F0_2_Def,sil,0.039,43,38,37,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,38.945
F0_2_Non,sil,0.035,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,66,67,65.773
F0_2_Non,dan4,0.09,67,71,73,74,73,73,73,73,72,72,72.464
F0_2_Non,wo,0.13,72,72,71,71,72,72,72,71,71,69,71.385
F0_2_Non,xian4,0.22,69,57,54,50,67,69,69,69,67,64,63.405
F0_2_Non,zai4,0.16,64,57,66,69,70,71,70,70,68,69,67.439
F0_2_Non,you,0.1,69,69,70,70,70,70,71,71,71,68,70.064
F0_2_Non,dian3,0.2,68,60,71,71,69,67,64,64,66,62,66.346
F0_2_Non,ji2,0.19,62,51,54,58,55,63,64,64,65,65,59.771
F0_2_Non,shi4,0.3,65,59,62,63,61,69,71,64,61,48,63.129
F0_2_Non,sil,0.033,48,48,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,48.135
F0_3_Def,sil,0.116,--undefined--,--undefined--,--undefined--,27,23,24,28,27,34,42,28.289
F0_3_Def,jin1,0.129,42,44,53,64,67,68,69,69,68,66,61.641
F0_3_Def,tian1,0.18,66,67,69,70,69,69,66,65,62,51,66.115
F0_3_Def,bi4,0.1,51,43,49,54,57,63,65,66,65,64,57.671
F0_3_Def,xu1,0.18,64,55,55,54,53,53,54,66,68,65,58.272
F0_3_Def,gei3,0.15,65,52,34,36,59,68,69,69,67,55,57.107
F0_3_Def,ta1,0.13,55,46,56,65,65,65,66,65,65,64,61.229
F0_3_Def,da,0.14,64,59,64,65,65,65,65,62,58,48,62.189
F0_3_Def,sp,0.02,48,46,45,45,45,46,46,46,46,46,45.846
F0_3_Def,dian4,0.17,46,38,50,57,64,64,64,65,65,66,58.125
F0_3_Def,hua4,0.299,66,63,43,50,58,66,66,65,62,50,59.526
F0_3_Def,sil,0.094,50,41,33,27,21,21,23,--undefined--,--undefined--,--undefined--,29.791
F0_3_Non,sil,0.054,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,28,29,32,38,42,33.236
F0_3_Non,jin1,0.121,42,46,54,67,70,71,70,72,73,72,64.451
F0_3_Non,tian1,0.17,72,69,72,74,73,72,70,68,68,63,70.433
F0_3_Non,bi4,0.17,63,48,64,72,72,71,71,72,74,71,67.712
F0_3_Non,xu1,0.17,71,59,55,54,54,59,70,71,70,62,62.19
F0_3_Non,gei3,0.13,62,50,49,60,67,70,69,68,67,60,62.409
F0_3_Non,ta1,0.14,60,49,55,65,65,65,64,65,65,63,61.65
F0_3_Non,da,0.15,63,59,64,65,64,63,59,60,58,51,61.041
F0_3_Non,dian4,0.17,51,36,47,57,59,60,60,59,60,59,54.759
F0_3_Non,hua4,0.249,59,60,46,41,49,66,66,58,45,40,53.855
F0_3_Non,sil,0.07,40,38,35,29,26,26,--undefined--,--undefined--,--undefined--,--undefined--,31.855
F0_4_Def,sil,0.118,--undefined--,--undefined--,--undefined--,25,24,22,18,19,27,42,24.017
F0_4_Def,dan4,0.127,42,57,65,68,70,70,71,71,71,71,66.705
F0_4_Def,wo,0.13,71,70,69,69,68,68,68,68,67,65,68.333
F0_4_Def,mei2,0.18,65,64,65,66,67,69,69,69,69,70,67.235
F0_4_Def,you,0.1,70,70,70,70,69,69,69,69,69,68,69.374
F0_4_Def,zhu4,0.19,68,59,40,51,56,55,60,70,70,70,59.094
F0_4_Def,yi4,0.15,70,69,69,68,68,68,69,69,66,53,67.64
F0_4_Def,dao,0.2,53,37,57,68,69,68,68,69,70,70,62.861
F0_4_Def,zhei4,0.15,70,65,53,55,56,58,67,67,64,55,61.036
F0_4_Def,ge,0.11,55,48,58,66,69,69,69,68,63,53,62.499
F0_4_Def,tong1,0.23,53,55,58,61,67,68,67,67,66,66,62.76
F0_4_Def,zhi1,0.262,66,53,59,56,62,66,67,65,59,44,60.214
F0_4_Def,sil,0.043,44,40,37,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,39.306
F0_4_Non,sil,0.098,--undefined--,--undefined--,--undefined--,31,28,24,23,20,24,38,25.674
F0_4_Non,dan4,0.087,38,47,51,59,65,67,68,68,69,69,60.86
F0_4_Non,wo,0.09,69,69,69,69,68,68,68,68,67,65,68.033
F0_4_Non,mei2,0.14,65,65,66,66,66,67,67,67,67,67,66.453
F0_4_Non,you,0.11,67,68,67,67,67,67,67,67,67,65,66.989
F0_4_Non,zhu4,0.18,65,54,44,50,54,58,68,68,68,68,58.791
F0_4_Non,yi4,0.12,68,67,67,67,67,66,66,66,61,50,65.144
F0_4_Non,dao,0.18,50,42,62,70,70,70,70,71,70,68,64.866
F0_4_Non,zhei4,0.13,68,61,54,55,56,61,67,66,62,52,60.219
F0_4_Non,ge,0.1,52,45,58,65,68,67,67,66,61,52,61.094
F0_4_Non,tong1,0.23,52,55,48,48,61,64,65,62,61,60,57.396
F0_4_Non,zhi1,0.246,60,52,57,61,59,64,64,62,56,43,58.575
F0_4_Non,sil,0.068,43,38,34,30,27,24,--undefined--,--undefined--,--undefined--,--undefined--,32.134
F0_5_Def,sil,0.081,--undefined--,--undefined--,--undefined--,--undefined--,33,33,32,33,42,51,35.931
F0_5_Def,dan4,0.104,51,55,58,64,66,67,67,67,66,66,63.18
F0_5_Def,wo,0.11,66,66,66,67,67,68,68,66,64,59,66.198
F0_5_Def,bu,0.1,59,52,43,35,40,52,58,62,65,65,52.245
F0_5_Def,zhi1,0.16,65,57,46,45,51,52,52,61,60,52,53.817
F0_5_Def,dao4,0.17,52,42,57,63,65,64,65,65,65,65,60.368
F0_5_Def,hui4,0.2,65,56,50,53,54,64,67,67,67,66,60.319
F0_5_Def,yi4,0.09,66,66,65,65,65,65,65,64,61,55,63.872
F0_5_Def,di4,0.22,55,29,35,55,65,65,65,65,64,53,55.357
F0_5_Def,dian3,0.261,53,33,51,62,62,63,60,59,59,44,54.859
F0_5_Def,sil,0.045,44,41,39,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,40.408
F0_5_Non,sil,0.1,--undefined--,--undefined--,--undefined--,29,29,25,20,27,43,54,30.813
F0_5_Non,dan4,0.105,54,64,70,73,74,74,74,75,75,76,71.534
F0_5_Non,wo,0.09,76,76,76,76,76,75,73,71,69,66,73.744
F0_5_Non,bu,0.11,66,62,57,48,49,61,74,78,77,74,63.851
F0_5_Non,zhi1,0.13,74,65,60,55,56,61,69,71,66,60,63.214
F0_5_Non,dao4,0.16,60,57,72,74,75,75,76,75,74,71,71.594
F0_5_Non,hui4,0.22,71,51,63,66,76,76,73,72,71,71,68.855
F0_5_Non,yi4,0.05,71,71,70,70,69,67,65,63,62,60,66.87
F0_5_Non,di4,0.14,60,51,59,70,71,70,69,69,68,65,65.24
F0_5_Non,dian3,0.21,65,62,68,69,64,61,53,57,53,60,61.089
F0_5_Non,sp,0.106,60,60,61,62,62,62,62,62,61,57,61.098
F0_5_Non,sil,0.046,57,54,50,49,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,52.137
F0_6_Def,sil,0.083,--undefined--,--undefined--,--undefined--,--undefined--,22,21,21,31,44,55,29.756
F0_6_Def,dan4,0.092,55,64,72,75,75,75,74,74,74,73,71.803
F0_6_Def,wo,0.16,73,72,72,72,73,72,72,70,66,62,70.762
F0_6_Def,bu,0.14,62,55,40,34,47,64,69,72,71,60,57.184
F0_6_Def,tai,0.18,60,47,67,73,68,67,69,69,69,70,65.679
F0_6_Def,ming2,0.19,70,71,72,73,73,72,72,72,70,60,71.346
F0_6_Def,bai,0.2,60,39,61,70,70,69,69,70,70,64,64.466
F0_6_Def,ji1,0.18,64,44,42,51,53,55,53,67,68,62,55.116
F0_6_Def,zhong1,0.17,62,58,56,55,70,71,70,70,70,70,65.141
F0_6_Def,de,0.09,70,70,70,70,70,71,71,71,72,72,70.699
F0_6_Def,yuan2,0.31,72,68,68,68,66,63,62,68,69,71,67.136
F0_6_Def,li3,0.202,71,72,73,72,71,70,67,64,61,52,68.049
F0_6_Def,sil,0.051,52,48,45,42,41,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,45.312
F0_6_Non,sil,0.053,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,36,45,51,55,44.759
F0_6_Non,dan4,0.102,55,65,71,74,75,76,76,76,76,76,72.679
F0_6_Non,wo,0.11,76,75,75,75,75,74,72,68,61,57,71.279
F0_6_Non,bu,0.1,57,52,44,42,54,66,71,72,72,67,59.398
F0_6_Non,tai,0.16,67,64,72,69,68,69,70,70,71,69,69.08
F0_6_Non,ming2,0.18,69,70,70,70,69,67,67,67,68,66,68.493
F0_6_Non,bai,0.14,66,63,67,71,70,70,70,70,69,63,68.34
F0_6_Non,ji1,0.15,63,53,53,55,56,54,54,65,66,62,57.736
F0_6_Non,zhong1,0.16,62,60,65,70,71,71,71,71,70,70,68.322
F0_6_Non,de,0.09,70,70,71,71,71,71,70,70,70,70,70.503
F0_6_Non,yuan2,0.23,70,68,67,66,63,58,58,58,60,62,62.515
F0_6_Non,li3,0.2,62,64,66,68,69,67,66,63,63,54,64.945
F0_6_Non,sil,0.051,54,51,48,46,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,49.283
F0_7_Def,sil,0.035,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,48,49,48.232
F0_7_Def,dan4,0.09,49,54,53,57,63,65,65,65,65,65,60.402
F0_7_Def,wo,0.16,65,65,66,66,65,65,65,64,63,55,64.494
F0_7_Def,zhao3,0.2,55,47,53,61,66,65,64,63,62,61,59.616
F0_7_Def,le,0.09,61,61,61,62,62,62,62,62,62,62,61.651
F0_7_Def,hen3,0.21,62,56,55,53,51,55,62,63,64,66,58.153
F0_7_Def,jiu3,0.22,66,62,51,55,67,66,64,63,62,58,61.296
F0_7_Def,dou1,0.13,58,52,45,53,62,64,64,63,61,62,58.16
F0_7_Def,mei2,0.22,62,64,64,65,64,64,64,64,64,64,64.146
F0_7_Def,zhao3,0.25,64,59,42,54,59,63,59,58,55,53,56.179
F0_7_Def,dao,0.292,53,36,41,58,61,61,60,57,53,36,52.178
F0_7_Def,sil,0.033,36,36,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,35.554
F0_7_Non,sil,0.035,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31,32,30.765
F0_7_Non,dan4,0.12,32,46,52,59,66,68,69,70,69,69,61.154
F0_7_Non,wo,0.12,69,69,69,69,68,68,68,68,67,61,67.813
F0_7_Non,zhao3,0.2,61,45,53,61,68,67,66,64,64,62,61.012
F0_7_Non,le,0.08,62,62,62,63,63,64,65,64,63,61,63.094
F0_7_Non,hen3,0.19,61,55,53,54,54,63,62,63,64,66,59.123
F0_7_Non,jiu3,0.22,66,64,55,58,70,68,68,65,64,59,63.924
F0_7_Non,dou1,0.13,59,48,44,53,62,66,66,66,63,62,58.738
F0_7_Non,mei2,0.2,62,65,65,65,64,64,64,64,65,62,64.269
F0_7_Non,zhao3,0.19,62,50,53,58,64,62,60,58,55,54,57.542
F0_7_Non,dao,0.283,54,41,47,60,62,63,62,57,51,30,53.858
F0_7_Non,sil,0.043,30,27,25,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,26.569
F0_8_Def,sil,0.079,--undefined--,--undefined--,--undefined--,--undefined--,30,29,24,25,34,44,29.807
F0_8_Def,dan4,0.096,44,51,52,57,62,64,65,65,65,65,59.535
F0_8_Def,wo,0.14,65,66,66,66,66,66,66,64,61,59,64.667
F0_8_Def,bu,0.11,59,54,43,33,40,53,59,64,67,64,52.745
F0_8_Def,zhi1,0.17,64,57,46,44,46,47,44,53,56,48,50.103
F0_8_Def,dao4,0.14,48,55,63,64,64,64,64,65,64,61,61.823
F0_8_Def,zen3,0.14,61,49,40,43,42,50,61,61,58,55,51.354
F0_8_Def,me,0.11,55,54,53,53,47,48,49,49,47,47,50.099
F0_8_Def,yong4,0.315,47,49,53,58,62,62,62,61,58,44,56.979
F0_8_Def,sil,0.141,44,32,31,30,25,24,25,22,--undefined--,--undefined--,28.225
F0_8_Non,sil,0.047,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,39,44,49,52,44.926
F0_8_Non,dan4,0.098,52,57,64,68,69,69,70,70,71,71,66.595
F0_8_Non,wo,0.1,71,70,70,70,70,70,68,65,61,58,67.653
F0_8_Non,bu,0.11,58,54,47,42,43,52,63,69,71,66,55.782
F0_8_Non,zhi1,0.12,66,58,53,49,54,61,68,69,66,59,60.113
F0_8_Non,dao4,0.14,59,59,69,72,72,72,72,72,72,69,69.482
F0_8_Non,zen3,0.15,69,59,50,54,52,66,69,66,61,59,59.917
F0_8_Non,me,0.08,59,59,58,58,57,57,58,58,58,59,57.995
F0_8_Non,sp,0.02,59,59,60,60,60,60,60,60,60,60,59.619
F0_8_Non,yong4,0.24,60,63,67,74,73,74,72,67,61,48,67.383
F0_8_Non,sil,0.031,48,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,48.297
F0_9_Def,sil,0.045,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,32,32,33,37,32.931
F0_9_Def,dan4,0.13,37,53,58,57,60,65,67,68,68,68,60.965
F0_9_Def,wo,0.09,68,68,69,69,69,69,68,68,67,66,68.244
F0_9_Def,mei2,0.16,66,65,65,64,64,65,66,66,66,66,65.394
F0_9_Def,you3,0.11,66,66,66,66,66,66,66,66,65,61,65.572
F0_9_Def,ting1,0.23,61,40,52,50,43,57,66,67,67,60,55.767
F0_9_Def,qing1,0.28,60,52,54,55,52,66,65,64,63,56,58.764
F0_9_Def,chu,0.31,56,51,57,56,50,65,67,65,61,--undefined--,58.061
F0_9_Def,sil,0.024,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
F0_9_Non,sil,0.038,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,45,46,48,45.88
F0_9_Non,dan4,0.087,48,54,63,68,70,71,72,73,73,73,67.227
F0_9_Non,wo,0.07,73,72,72,72,72,72,72,72,72,71,71.828
F0_9_Non,mei2,0.15,71,70,71,71,71,71,72,72,72,71,71.268
F0_9_Non,you3,0.12,71,71,71,71,71,71,71,71,71,66,70.807
F0_9_Non,ting1,0.19,66,51,61,61,54,67,71,70,70,67,63.255
F0_9_Non,qing1,0.25,67,58,60,60,71,69,68,68,67,62,65.184
F0_9_Non,chu,0.239,62,56,55,50,59,72,67,64,60,49,59.517
F0_9_Non,sil,0.033,49,48,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,48.287
F10_10_Def,sil,0.115,--undefined--,--undefined--,--undefined--,36,30,31,31,36,48,53,36.945
F10_10_Def,dan4,0.12,53,47,56,65,67,68,68,68,68,68,63.271
F10_10_Def,shi,0.12,68,66,62,59,59,66,70,71,71,70,65.739
F10_10_Def,wo,0.09,70,69,69,70,69,68,67,66,65,63,67.963
F10_10_Def,shen1,0.22,63,57,61,62,51,66,66,63,63,62,61.297
F10_10_Def,ti3,0.17,62,54,54,50,47,62,63,63,62,56,57.179
F10_10_Def,bu,0.12,56,55,47,42,52,53,59,66,65,59,55.243
F10_10_Def,tai,0.14,59,51,57,65,68,68,68,67,66,63,63.414
F10_10_Def,shu1,0.26,63,53,54,51,47,61,68,68,68,66,59.022
F10_10_Def,fu2,0.242,66,55,51,49,45,57,59,53,51,46,53.097
F10_10_Def,sil,0.126,46,38,43,39,33,29,28,--undefined--,--undefined--,--undefined--,35.345
F10_10_Non,sil,0.11,--undefined--,--undefined--,--undefined--,32,32,39,43,43,52,59,41.386
F10_10_Non,dan4,0.085,59,62,68,71,73,73,74,74,75,74,70.771
F10_10_Non,shi,0.15,74,72,66,65,64,62,70,74,74,74,68.904
F10_10_Non,wo,0.09,74,74,74,74,73,72,72,70,68,66,71.852
F10_10_Non,shen1,0.2,66,61,63,62,63,71,70,65,65,65,65.131
F10_10_Non,ti3,0.17,65,61,55,54,60,69,67,67,64,56,62.066
F10_10_Non,bu,0.1,56,51,47,54,60,65,68,70,70,68,60.767
F10_10_Non,tai,0.14,68,67,68,69,70,71,71,70,70,68,69.173
F10_10_Non,shu1,0.27,68,59,62,62,54,63,69,69,68,66,63.685
F10_10_Non,fu2,0.209,66,60,53,51,56,66,65,62,53,50,58.221
F10_10_Non,sil,0.087,50,42,37,34,32,32,--undefined--,--undefined--,--undefined--,--undefined--,36.465
F10_1_Def,sil,0.105,--undefined--,--undefined--,--undefined--,30,30,27,29,41,51,52,36.193
F10_1_Def,tu2,0.14,52,48,46,44,40,54,61,62,62,60,52.574
F10_1_Def,shu1,0.16,60,52,50,49,50,63,65,64,63,58,57.38
F10_1_Def,guan3,0.22,58,53,67,68,67,67,66,63,61,62,63.478
F10_1_Def,li,0.08,62,63,63,63,63,63,63,62,62,61,62.657
F10_1_Def,hao3,0.15,61,56,55,54,51,53,57,59,60,60,56.112
F10_1_Def,xiang4,0.14,60,59,56,54,56,59,61,61,61,60,58.55
F10_1_Def,mei2,0.17,60,60,61,62,63,64,64,63,63,63,62.291
F10_1_Def,you,0.11,63,63,63,64,64,64,64,64,64,60,63.688
F10_1_Def,zhe4,0.14,60,56,50,49,50,55,63,62,58,52,55.442
F10_1_Def,ben3,0.13,52,53,54,54,54,53,54,52,51,51,52.855
F10_1_Def,shu,0.33,51,47,51,52,49,48,56,53,51,41,50.651
F10_1_Def,sil,0.101,41,37,33,33,37,32,27,--undefined--,--undefined--,--undefined--,34.26
F10_1_Non,sil,0.093,--undefined--,--undefined--,--undefined--,--undefined--,33,34,33,38,50,55,38.271
F10_1_Non,tu2,0.142,55,56,57,57,54,64,69,70,69,67,61.939
F10_1_Non,shu1,0.19,67,57,56,55,60,70,71,69,66,63,63.029
F10_1_Non,guan3,0.19,63,67,71,71,71,71,71,69,66,66,68.871
F10_1_Non,li,0.1,66,67,67,67,67,68,67,66,63,60,66.149
F10_1_Non,hao3,0.15,60,58,56,54,51,58,67,67,65,62,59.643
F10_1_Non,xiang4,0.15,62,57,55,55,54,61,63,64,65,62,59.628
F10_1_Non,mei2,0.14,62,62,62,63,63,65,67,67,66,66,64.295
F10_1_Non,you,0.11,66,67,67,67,67,67,67,67,67,65,66.977
F10_1_Non,zhe4,0.13,65,61,59,53,53,65,69,68,63,59,61.33
F10_1_Non,ben3,0.13,59,51,41,47,60,63,63,64,63,59,56.842
F10_1_Non,shu,0.34,59,55,52,53,53,51,62,62,58,48,55.603
F10_1_Non,sil,0.095,48,39,27,26,27,26,--undefined--,--undefined--,--undefined--,--undefined--,30.028
F10_2_Def,sil,0.268,--undefined--,42,46,50,42,40,29,32,36,54,40.667
F10_2_Def,dan4,0.107,54,48,46,57,61,62,62,62,62,61,57.49
F10_2_Def,wo,0.09,61,60,59,58,58,58,57,57,57,56,58.096
F10_2_Def,xian4,0.22,56,50,54,52,55,61,62,61,58,63,56.828
F10_2_Def,zai4,0.2,63,66,66,65,63,62,61,61,62,63,63.322
F10_2_Def,you,0.03,63,63,63,62,61,60,59,57,56,55,59.936
F10_2_Def,dian3,0.16,55,55,66,66,65,64,63,61,57,54,61.261
F10_2_Def,ji2,0.22,54,44,42,48,52,50,52,56,58,56,50.826
F10_2_Def,shi4,0.25,56,55,56,56,55,62,64,61,57,43,57.462
F10_2_Def,sil,0.154,43,37,35,35,36,25,25,27,--undefined--,--undefined--,32.19
F10_2_Non,sil,0.085,--undefined--,--undefined--,--undefined--,--undefined--,24,25,28,34,41,50,31.903
F10_2_Non,dan4,0.12,50,60,66,70,71,71,70,70,69,68,67.395
F10_2_Non,wo,0.08,68,67,66,65,65,64,64,63,61,59,64.352
F10_2_Non,xian4,0.21,59,54,53,54,63,64,63,59,58,58,58.667
F10_2_Non,zai4,0.11,58,61,63,64,63,63,63,63,63,62,62.639
F10_2_Non,you,0.07,62,63,63,63,64,64,64,64,64,62,63.333
F10_2_Non,dian3,0.17,62,56,64,66,65,65,64,62,61,55,62.401
F10_2_Non,ji2,0.25,55,44,42,49,52,54,60,63,63,60,53.738
F10_2_Non,shi4,0.3,60,54,60,60,69,69,65,61,51,27,58.885
F10_2_Non,sil,0.069,27,26,25,24,24,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,25.053
F10_3_Def,sil,0.092,--undefined--,--undefined--,--undefined--,28,29,32,32,33,36,41,32.53
F10_3_Def,jin1,0.163,41,47,48,45,58,58,59,60,58,51,53.258
F10_3_Def,tian1,0.18,51,53,56,62,65,65,65,63,59,57,60.261
F10_3_Def,bi4,0.12,57,54,49,54,58,63,62,62,61,60,57.872
F10_3_Def,xu1,0.15,60,55,52,52,52,49,56,63,62,61,55.641
F10_3_Def,gei3,0.14,61,59,50,43,47,56,64,62,59,52,55.166
F10_3_Def,ta1,0.11,52,50,53,57,60,61,64,65,65,62,59.072
F10_3_Def,da,0.18,62,50,51,62,66,63,60,58,57,52,57.927
F10_3_Def,dian4,0.17,52,52,57,61,59,59,60,59,59,56,57.724
F10_3_Def,hua4,0.316,56,48,46,45,49,62,57,52,52,40,51.035
F10_3_Def,sil,0.115,40,38,34,31,35,33,27,--undefined--,--undefined--,--undefined--,33.18
F10_3_Non,sil,0.105,--undefined--,--undefined--,--undefined--,31,33,34,35,41,46,49,37.682
F10_3_Non,jin1,0.12,49,49,57,64,64,65,66,67,67,68,62.118
F10_3_Non,tian1,0.16,68,71,72,73,73,73,70,65,65,60,69.536
F10_3_Non,bi4,0.09,60,55,55,61,66,68,68,68,68,67,63.655
F10_3_Non,xu1,0.12,67,65,63,63,66,68,69,68,67,65,66.163
F10_3_Non,gei3,0.09,65,63,62,64,66,67,69,71,71,69,66.734
F10_3_Non,ta1,0.08,69,69,69,69,69,69,69,68,67,66,68.474
F10_3_Non,da,0.16,66,59,50,60,69,68,64,62,60,57,61.455
F10_3_Non,dian4,0.17,57,50,48,59,62,62,63,63,62,59,58.356
F10_3_Non,hua4,0.268,59,52,50,47,64,69,68,60,56,44,57.621
F10_3_Non,sil,0.061,44,43,43,42,40,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,41.944
F10_4_Def,sil,0.324,--undefined--,33,52,32,30,25,31,25,28,48,32.257
