fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
F2_3_Non,sil,0.428,--undefined--,36,36,37,39,40,37,38,43,45,37.562
F2_3_Non,jin1,0.107,45,55,60,61,65,69,70,71,71,72,64.602
F2_3_Non,tian1,0.14,72,72,72,71,70,68,67,63,60,52,67.302
F2_3_Non,bi4,0.13,52,47,55,67,70,71,70,70,69,68,64.159
F2_3_Non,xu1,0.16,68,60,58,59,58,55,53,64,67,67,60.084
F2_3_Non,gei3,0.18,67,63,51,46,61,70,68,68,62,61,61.427
F2_3_Non,ta1,0.12,61,63,64,63,63,63,64,65,65,62,63.542
F2_3_Non,da,0.17,62,51,51,64,66,66,64,58,60,61,60.125
F2_3_Non,dian4,0.16,61,53,49,61,67,68,67,66,66,67,62.362
F2_3_Non,hua4,0.286,67,66,57,47,50,60,66,58,55,46,57.334
F2_3_Non,sil,0.099,46,39,37,38,36,31,29,--undefined--,--undefined--,--undefined--,35.784
F2_4_Def,sil,0.095,--undefined--,--undefined--,--undefined--,32,25,26,30,35,46,55,33.989
F2_4_Def,dan4,0.09,55,59,65,68,69,69,69,69,69,68,66.488
F2_4_Def,wo,0.15,68,68,68,68,68,68,68,67,65,63,67.471
F2_4_Def,mei2,0.16,63,64,64,64,65,67,67,67,67,68,65.517
F2_4_Def,you,0.11,68,68,68,68,68,69,69,69,69,68,68.443
F2_4_Def,shou1,0.22,68,60,60,63,57,60,65,65,65,60,62.011
F2_4_Def,dao,0.14,60,55,63,65,65,65,65,65,64,63,63.177
F2_4_Def,na,0.18,63,62,62,63,63,63,63,63,63,55,62.444
F2_4_Def,feng,0.19,55,43,45,46,51,62,63,64,64,64,55.1
F2_4_Def,you2,0.17,64,63,63,62,63,62,61,61,61,59,61.895
F2_4_Def,jian4,0.262,59,45,56,50,59,65,64,61,54,35,55.863
F2_4_Def,sil,0.777,35,26,23,34,25,28,39,42,37,--undefined--,33.168
F2_4_Non,sil,0.086,--undefined--,--undefined--,--undefined--,39,39,34,30,35,46,54,38.426
F2_4_Non,dan4,0.079,54,57,62,67,69,70,71,71,71,72,66.928
F2_4_Non,wo,0.03,72,72,72,72,72,73,73,73,73,73,72.475
F2_4_Non,mei2,0.17,73,73,71,71,70,69,68,69,69,69,70.186
F2_4_Non,you,0.1,69,69,69,70,70,70,70,70,70,69,69.697
F2_4_Non,shou1,0.19,69,61,59,60,58,62,70,70,69,67,63.898
F2_4_Non,dao,0.12,67,67,69,69,69,69,68,68,67,66,68.195
F2_4_Non,nei4,0.12,66,65,65,66,67,68,68,68,67,65,66.592
F2_4_Non,feng,0.19,65,55,52,53,64,66,67,67,67,67,61.916
F2_4_Non,you2,0.12,67,66,66,66,66,66,65,65,64,63,65.239
F2_4_Non,jian4,0.331,63,57,64,65,67,66,61,59,52,43,60.87
F2_4_Non,sil,0.088,43,34,30,29,29,28,28,--undefined--,--undefined--,--undefined--,30.77
F2_5_Def,sil,0.375,--undefined--,38,32,30,28,29,25,28,26,54,30.977
F2_5_Def,dan4,0.14,54,63,67,67,67,66,66,66,65,65,65.285
F2_5_Def,wo,0.11,65,65,65,66,66,67,66,65,62,59,64.783
F2_5_Def,bu,0.13,59,53,45,41,47,50,60,65,65,63,54.149
F2_5_Def,zhi1,0.17,63,58,45,52,58,55,64,67,64,58,58.382
F2_5_Def,dao4,0.17,58,47,57,66,67,66,65,65,64,60,61.925
F2_5_Def,hui4,0.2,60,54,53,50,50,49,65,67,67,66,57.495
F2_5_Def,yi4,0.17,66,66,66,65,64,64,65,65,62,53,64.219
F2_5_Def,di4,0.18,53,45,59,68,68,66,66,63,60,51,60.74
F2_5_Def,dian3,0.225,51,38,52,63,65,64,62,58,51,35,54.944
F2_5_Def,sil,0.098,35,33,31,31,31,32,31,--undefined--,--undefined--,--undefined--,31.703
F2_5_Non,sil,0.391,--undefined--,43,34,35,35,35,33,31,28,49,34.718
F2_5_Non,dan4,0.084,49,58,64,69,70,70,70,70,70,70,66.691
F2_5_Non,wo,0.1,70,70,70,70,69,68,66,64,61,59,66.905
F2_5_Non,bu,0.08,59,58,60,63,64,66,67,67,66,65,63.485
F2_5_Non,zhi1,0.14,65,60,52,55,57,62,67,67,66,63,61.11
F2_5_Non,dao4,0.14,63,64,67,67,68,68,68,67,65,63,66.389
F2_5_Non,hui4,0.16,63,56,48,49,48,61,65,66,65,65,58.028
F2_5_Non,yi4,0.09,65,64,65,65,64,64,63,60,57,51,62.182
F2_5_Non,di4,0.17,51,47,53,65,64,64,64,64,62,57,59.589
F2_5_Non,dian3,0.197,57,49,50,59,60,59,58,56,55,38,54.883
F2_5_Non,sil,0.091,38,33,31,30,29,28,28,--undefined--,--undefined--,--undefined--,30.789
F2_6_Def,sil,0.375,--undefined--,37,34,33,35,33,28,29,28,46,32.444
F2_6_Def,dan4,0.13,46,54,58,65,66,66,66,66,66,67,62.662
F2_6_Def,wo,0.15,67,67,67,67,67,67,68,68,65,60,66.696
F2_6_Def,fou3,0.16,60,52,44,44,53,63,64,63,59,52,55.234
F2_6_Def,sp,0.06,52,54,58,64,69,71,71,69,67,64,64.571
F2_6_Def,tai,0.17,64,57,59,63,64,65,65,66,65,65,63.223
F2_6_Def,ming2,0.21,65,65,64,64,63,64,64,64,62,61,63.838
F2_6_Def,bai,0.2,61,53,62,66,65,65,64,64,62,54,62.111
F2_6_Def,qi,0.19,54,47,59,65,61,54,58,64,62,57,58.158
F2_6_Def,zhong1,0.21,57,45,56,63,64,64,63,63,63,63,60.064
F2_6_Def,di1,0.2,63,64,65,66,64,63,62,62,64,65,63.882
F2_6_Def,yuan2,0.14,65,65,65,65,66,66,66,63,61,61,64.462
F2_6_Def,li3,0.23,61,62,60,62,61,57,52,58,57,48,58.171
F2_6_Def,sil,0.127,48,45,44,38,30,27,24,21,--undefined--,--undefined--,34.546
F2_6_Non,sil,0.101,--undefined--,--undefined--,--undefined--,36,29,28,34,44,53,58,38.926
F2_6_Non,dan4,0.084,58,63,66,67,67,67,67,68,68,68,66.317
F2_6_Non,wo,0.14,68,69,69,69,69,69,69,66,63,61,67.529
F2_6_Non,bu,0.1,61,60,60,61,63,65,66,67,67,64,63.561
F2_6_Non,tai,0.18,64,57,62,64,65,67,66,67,66,66,64.26
F2_6_Non,ming2,0.24,66,65,64,65,65,64,64,63,62,60,63.841
F2_6_Non,bai,0.16,60,62,67,68,68,67,67,65,63,59,65.045
F2_6_Non,qi,0.16,59,57,59,59,56,52,52,60,59,61,57.019
F2_6_Non,zhong1,0.15,61,63,64,65,64,64,64,63,63,63,63.76
F2_6_Non,de,0.09,63,63,64,65,65,65,65,65,65,65,64.713
F2_6_Non,yuan2,0.28,65,64,63,63,61,60,61,60,63,62,61.977
F2_6_Non,li3,0.121,62,61,61,62,63,61,58,54,49,47,58.172
F2_6_Non,sil,0.098,47,38,31,32,32,28,26,--undefined--,--undefined--,--undefined--,32.231
F2_7_Def,sil,0.085,--undefined--,--undefined--,--undefined--,22,22,21,26,34,42,49,30.15
F2_7_Def,dan4,0.09,49,50,55,64,68,69,69,70,70,69,63.725
F2_7_Def,wo,0.16,69,69,69,68,69,68,68,68,67,63,68.133
F2_7_Def,zhao3,0.25,63,55,51,60,67,66,66,67,66,58,61.952
F2_7_Def,fou3,0.12,58,52,44,38,40,54,65,68,65,60,53.882
F2_7_Def,dao,0.18,60,55,60,67,66,66,66,67,67,67,64.08
F2_7_Def,nei4,0.18,67,65,66,65,66,67,66,65,64,62,65.456
F2_7_Def,ge,0.37,62,60,65,65,64,63,63,61,57,56,61.841
F2_7_Def,wang3,0.04,56,55,55,55,55,56,57,57,57,57,55.896
F2_7_Def,zhan4,0.208,57,50,56,53,63,63,60,57,51,38,55.809
F2_7_Def,sil,0.093,38,35,32,29,28,29,32,--undefined--,--undefined--,--undefined--,31.317
F2_7_Non,sil,0.412,--undefined--,42,37,38,36,36,37,33,25,54,37.104
F2_7_Non,dan4,0.083,54,52,57,64,67,67,68,69,69,69,63.855
F2_7_Non,wo,0.13,69,69,69,69,69,69,69,69,66,62,68.246
F2_7_Non,zhao3,0.22,62,56,62,64,68,67,65,66,64,57,63.187
F2_7_Non,bu,0.08,57,57,57,59,62,64,65,66,66,66,61.938
F2_7_Non,dao,0.14,66,67,67,67,66,65,65,64,63,63,65.381
F2_7_Non,nei4,0.14,63,63,63,65,65,65,65,64,62,60,63.812
F2_7_Non,ge,0.09,60,59,57,56,59,63,65,65,66,66,61.249
F2_7_Non,wang3,0.26,66,65,65,65,64,60,56,55,56,57,60.814
F2_7_Non,zhan4,0.187,57,56,57,58,64,64,62,58,57,51,58.852
F2_7_Non,sil,0.107,51,44,35,31,30,30,30,--undefined--,--undefined--,--undefined--,34.412
F2_8_Def,sil,0.335,--undefined--,32,34,33,30,29,29,33,26,49,32.268
F2_8_Def,dan4,0.11,49,55,53,55,63,66,67,67,67,67,61.205
F2_8_Def,wo,0.18,67,66,65,65,66,67,67,66,61,55,64.918
F2_8_Def,bu,0.11,55,47,38,41,45,52,60,66,67,65,52.886
F2_8_Def,zhi1,0.18,65,62,50,47,57,57,54,64,64,53,57.156
F2_8_Def,dao4,0.18,53,53,64,67,66,66,66,66,65,59,63.216
F2_8_Def,zen3,0.15,59,49,48,48,46,58,64,64,61,59,55.303
F2_8_Def,me,0.1,59,59,60,59,60,63,64,65,64,64,61.81
F2_8_Def,yong4,0.265,64,61,59,61,63,63,61,58,48,39,58.731
F2_8_Def,sil,0.085,39,31,29,30,30,31,--undefined--,--undefined--,--undefined--,--undefined--,30.909
F2_8_Non,sil,0.095,--undefined--,--undefined--,--undefined--,31,28,26,31,41,51,58,36.535
F2_8_Non,dan4,0.07,58,64,67,68,69,69,70,70,71,71,68.099
F2_8_Non,wo,0.12,71,72,71,71,70,69,68,65,61,59,67.985
F2_8_Non,bu,0.09,59,57,52,47,50,57,64,67,67,66,58.207
F2_8_Non,zhi1,0.13,66,64,57,55,59,59,66,69,68,63,62.457
F2_8_Non,dao4,0.18,63,54,61,70,69,68,67,67,66,61,64.774
F2_8_Non,zen3,0.17,61,51,53,55,65,65,62,61,61,60,59.173
F2_8_Non,me,0.06,60,60,61,61,62,63,63,63,63,63,61.965
F2_8_Non,yong4,0.214,63,62,63,64,64,63,59,59,52,44,60.249
F2_8_Non,sil,0.087,44,34,31,30,28,27,26,--undefined--,--undefined--,--undefined--,30.556
F2_9_Def,sil,0.085,--undefined--,--undefined--,--undefined--,25,25,25,25,28,34,43,28.732
F2_9_Def,dan4,0.18,43,59,66,67,66,66,65,65,65,65,63.874
F2_9_Def,wo,0.08,65,65,65,65,65,65,65,65,65,65,65.069
F2_9_Def,mei2,0.17,65,63,63,63,63,65,67,66,66,66,64.641
F2_9_Def,you3,0.12,66,66,66,66,65,64,63,63,63,58,64.287
F2_9_Def,sp,0.13,58,47,40,42,50,57,63,62,56,50,52.407
F2_9_Def,ting1,0.13,50,47,57,65,65,64,64,63,60,53,59.497
F2_9_Def,qing1,0.27,53,57,62,61,64,66,66,65,64,52,61.873
F2_9_Def,chu,0.23,52,56,58,54,47,52,63,59,57,45,54.673
F2_9_Def,sil,0.101,45,35,31,31,29,28,31,--undefined--,--undefined--,--undefined--,31.844
F2_9_Non,sil,0.228,--undefined--,--undefined--,39,34,33,29,30,35,30,52,34.667
F2_9_Non,dan4,0.087,52,55,60,66,68,68,68,69,69,70,64.87
F2_9_Non,wo,0.07,70,70,70,69,69,69,69,68,67,66,68.787
F2_9_Non,mei2,0.19,66,65,65,65,66,66,67,67,66,66,65.865
F2_9_Non,you3,0.03,66,65,64,63,61,60,58,56,53,50,59.676
F2_9_Non,sp,0.04,50,47,46,48,51,54,56,57,58,57,52.432
F2_9_Non,ting1,0.14,57,50,44,55,66,66,65,65,63,59,59.14
F2_9_Non,qing1,0.2,59,62,56,62,67,68,68,66,63,51,63.074
F2_9_Non,chu,0.162,51,53,50,46,41,56,61,58,55,56,52.664
F2_9_Non,sil,0.112,56,49,37,33,30,27,26,--undefined--,--undefined--,--undefined--,35.162
F4_10_Def,sil,0.083,--undefined--,--undefined--,--undefined--,--undefined--,25,27,33,40,50,60,36.95
F4_10_Def,dan4,0.112,60,68,72,73,74,73,73,72,71,70,71.246
F4_10_Def,shi,0.19,70,65,64,66,65,64,59,70,72,72,66.245
F4_10_Def,wo,0.11,72,72,73,74,74,74,74,73,72,71,73.218
F4_10_Def,shen1,0.23,71,65,66,66,61,69,69,66,65,65,66.212
F4_10_Def,ti3,0.17,65,58,57,57,57,56,69,69,66,65,61.625
F4_10_Def,bu,0.12,65,65,62,58,58,64,67,69,68,63,64.06
F4_10_Def,tai,0.17,63,57,57,66,69,69,70,71,71,69,66.129
F4_10_Def,shu1,0.22,69,65,61,58,54,56,69,70,69,68,63.579
F4_10_Def,fu2,0.33,68,56,45,50,58,67,68,69,61,46,59.546
F4_10_Def,sil,0.104,46,42,41,39,36,37,53,--undefined--,--undefined--,--undefined--,41.022
F4_10_Non,sil,0.061,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,27,31,36,44,51,35.685
F4_10_Non,dan4,0.074,51,55,58,64,68,70,71,71,71,71,65.389
F4_10_Non,shi,0.14,71,67,62,62,61,61,70,72,73,74,66.639
F4_10_Non,wo,0.07,74,73,72,71,71,70,70,70,69,68,70.839
F4_10_Non,shen1,0.17,68,64,61,61,59,69,70,70,69,67,65.732
F4_10_Non,ti3,0.14,67,65,58,57,57,65,69,70,69,64,63.97
F4_10_Non,bu,0.09,64,62,62,62,63,64,66,68,68,66,64.406
F4_10_Non,tai,0.17,66,66,69,70,70,70,69,68,67,66,68.441
F4_10_Non,shu1,0.22,66,62,58,56,51,64,70,72,71,65,63.181
F4_10_Non,fu2,0.347,65,54,50,63,69,67,67,63,56,43,60.103
F4_10_Non,sil,0.103,43,40,37,34,30,28,28,--undefined--,--undefined--,--undefined--,33.336
F4_1_Def,sil,0.089,--undefined--,--undefined--,--undefined--,22,22,19,21,25,39,50,26.789
F4_1_Def,tu2,0.136,50,53,49,49,49,62,67,68,67,64,58.003
F4_1_Def,shu1,0.18,64,60,57,59,57,60,68,68,64,57,61.564
F4_1_Def,guan3,0.16,57,51,66,70,70,70,69,68,66,66,65.617
F4_1_Def,li,0.12,66,66,67,66,66,66,67,67,65,62,65.986
F4_1_Def,hao3,0.13,62,56,53,53,53,56,64,65,65,64,58.733
F4_1_Def,xiang4,0.2,64,60,54,55,56,67,67,66,66,66,61.683
F4_1_Def,mei2,0.21,66,66,66,65,65,66,65,65,65,66,65.505
F4_1_Def,you,0.1,66,65,65,66,67,67,67,66,66,62,65.886
F4_1_Def,zhe4,0.15,62,53,48,56,58,65,65,65,63,56,59.197
F4_1_Def,ben3,0.15,56,49,40,54,64,65,63,62,59,57,56.729
F4_1_Def,shu,0.37,57,54,59,60,51,62,63,62,59,52,58.473
F4_1_Def,sil,0.101,52,42,35,33,31,27,24,--undefined--,--undefined--,--undefined--,33.331
F4_1_Non,sil,0.035,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,38,40,37.816
F4_1_Non,tu2,0.14,40,57,57,56,57,71,75,76,74,73,64.624
F4_1_Non,shu1,0.13,73,72,73,73,74,75,75,74,71,68,73.133
F4_1_Non,guan3,0.12,68,71,76,78,78,77,77,76,74,72,75.336
F4_1_Non,li,0.12,72,72,73,74,74,74,73,72,71,69,72.519
F4_1_Non,hao3,0.07,69,70,70,71,72,72,72,71,71,71,71.039
F4_1_Non,xiang4,0.16,71,68,62,56,66,73,73,73,73,71,68.291
F4_1_Non,mei2,0.18,71,70,69,70,72,72,71,71,72,72,70.985
F4_1_Non,you,0.08,72,72,73,73,74,74,74,75,74,73,73.647
F4_1_Non,zhe4,0.15,73,67,62,64,71,74,74,73,69,63,69.258
F4_1_Non,ben3,0.18,63,53,62,71,71,70,67,65,63,65,65.058
F4_1_Non,shu,0.3,65,59,63,62,55,65,67,65,56,49,61.861
F4_1_Non,sil,0.09,49,39,37,35,33,31,30,--undefined--,--undefined--,--undefined--,35.559
F4_2_Def,sil,0.09,--undefined--,--undefined--,--undefined--,22,22,23,24,25,42,55,28.848
F4_2_Def,dan4,0.105,55,65,69,70,69,69,69,68,67,68,67.634
F4_2_Def,wo,0.1,68,68,67,65,64,64,63,62,61,59,64.376
F4_2_Def,xian4,0.21,59,63,65,64,62,67,71,70,68,67,65.678
F4_2_Def,zai4,0.16,67,69,71,71,70,69,67,68,69,70,69.185
F4_2_Def,you,0.04,70,70,70,69,69,69,68,68,66,64,68.465
F4_2_Def,dian3,0.19,64,52,59,69,68,67,66,66,66,63,64.049
F4_2_Def,ji2,0.22,63,53,60,64,61,63,66,66,64,60,61.863
F4_2_Def,shi4,0.384,60,59,67,67,60,66,67,62,59,42,62.271
F4_2_Def,sil,0.117,42,39,38,35,30,30,30,--undefined--,--undefined--,--undefined--,33.984
F4_2_Non,sil,0.081,--undefined--,--undefined--,--undefined--,--undefined--,23,25,29,33,42,54,32.338
F4_2_Non,dan4,0.114,54,67,75,76,77,77,77,77,77,77,74.214
F4_2_Non,wo,0.1,77,77,77,76,76,76,75,74,73,71,75.368
F4_2_Non,xian4,0.15,71,64,61,58,63,72,73,71,71,72,67.087
F4_2_Non,zai4,0.15,72,74,75,75,75,75,75,75,75,73,74.607
F4_2_Non,you,0.03,73,72,71,70,69,69,68,68,67,67,69.483
F4_2_Non,dian3,0.16,67,70,73,73,73,71,71,70,68,65,70.723
F4_2_Non,ji2,0.16,65,58,57,64,69,71,71,71,71,70,66.613
F4_2_Non,shi4,0.262,70,64,65,60,73,74,74,73,69,57,68.655
F4_2_Non,sil,0.064,57,51,46,43,41,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,46.647
F4_3_Def,sil,0.08,--undefined--,--undefined--,--undefined--,--undefined--,28,28,26,25,29,39,28.183
F4_3_Def,jin1,0.165,39,54,56,52,67,71,70,69,68,60,62.129
F4_3_Def,tian1,0.15,60,61,69,71,72,72,71,71,70,68,69.012
F4_3_Def,bi4,0.09,68,68,68,69,70,70,70,70,68,66,69.031
F4_3_Def,xu1,0.14,66,60,58,59,59,56,58,67,67,63,61
F4_3_Def,ji3,0.17,63,52,50,66,67,66,65,65,64,62,61.852
F4_3_Def,ta1,0.07,62,61,61,61,61,61,61,61,60,59,60.864
F4_3_Def,da,0.16,59,56,48,49,59,60,58,58,58,57,55.938
F4_3_Def,sp,0.03,57,58,58,58,57,57,55,53,51,48,55.382
F4_3_Def,dian4,0.15,48,40,46,57,62,62,63,63,62,62,56.654
F4_3_Def,hua4,0.326,62,57,44,46,62,61,62,60,54,39,55.387
F4_3_Def,sil,0.085,39,36,34,33,33,32,31,--undefined--,--undefined--,--undefined--,33.856
F4_3_Non,sil,0.087,--undefined--,--undefined--,--undefined--,--undefined--,31,29,29,30,42,52,33.698
F4_3_Non,jin1,0.138,52,61,61,66,72,74,74,74,75,75,69.014
F4_3_Non,tian1,0.13,75,76,76,77,77,76,75,73,69,67,74.442
F4_3_Non,bi4,0.06,67,67,68,69,71,73,74,74,74,73,71.016
F4_3_Non,xu1,0.14,73,68,63,59,59,62,70,73,72,68,66.199
F4_3_Non,gei3,0.1,68,61,57,66,73,77,77,74,70,67,69.299
F4_3_Non,ta1,0.13,67,69,71,72,72,71,71,71,71,69,70.752
F4_3_Non,da,0.15,69,66,69,72,72,72,71,71,69,65,70.003
F4_3_Non,dian4,0.17,65,56,53,64,70,71,72,71,71,70,65.944
F4_3_Non,hua4,0.369,70,68,56,52,70,70,69,67,61,44,63.545
F4_3_Non,sil,0.08,44,40,37,36,34,32,--undefined--,--undefined--,--undefined--,--undefined--,36.448
F4_4_Def,sil,0.089,--undefined--,--undefined--,--undefined--,24,22,23,24,25,35,49,27.598
F4_4_Def,dan4,0.106,49,56,64,69,70,70,70,69,69,69,66.244
F4_4_Def,wo,0.11,69,68,66,66,66,65,65,66,66,65,66.054
F4_4_Def,mei2,0.19,65,65,65,65,65,65,65,65,65,65,64.949
F4_4_Def,you,0.12,65,66,66,65,66,67,66,66,65,64,65.69
F4_4_Def,shou1,0.18,64,59,61,60,53,64,64,64,63,58,61.23
F4_4_Def,dao,0.13,58,61,66,66,65,65,65,65,65,65,64.297
F4_4_Def,nei4,0.14,65,64,64,65,65,66,66,66,65,62,64.979
F4_4_Def,feng,0.21,62,48,43,52,65,65,66,66,66,65,59.381
F4_4_Def,you2,0.17,65,64,62,62,63,64,63,62,61,57,62.441
F4_4_Def,jian4,0.349,57,46,59,61,67,64,62,59,57,43,58.157
F4_4_Def,sil,0.102,43,38,33,29,28,28,29,--undefined--,--undefined--,--undefined--,31.533
F4_4_Non,sil,0.051,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,38,45,52,58,46.461
F4_4_Non,dan4,0.104,58,68,72,74,74,75,76,76,76,75,72.96
F4_4_Non,wo,0.11,75,76,76,77,77,77,77,76,74,71,75.773
F4_4_Non,mei2,0.15,71,69,69,69,71,73,73,71,71,72,70.834
F4_4_Non,you,0.1,72,71,71,72,72,72,72,71,71,71,71.551
F4_4_Non,shou1,0.13,71,69,64,63,62,59,68,72,73,73,66.727
F4_4_Non,dao,0.11,73,72,72,72,72,71,71,71,71,71,71.501
F4_4_Non,nei4,0.13,71,69,69,69,69,70,70,69,69,67,69.245
F4_4_Non,feng,0.19,67,56,50,65,70,70,71,71,70,70,65.709
F4_4_Non,you2,0.16,70,70,71,69,69,71,71,71,70,67,69.997
F4_4_Non,jian4,0.264,67,62,56,68,72,72,71,66,62,50,65.122
F4_4_Non,sil,0.058,50,45,43,41,39,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,42.909
F4_5_Def,sil,0.084,--undefined--,--undefined--,--undefined--,--undefined--,25,25,24,33,44,57,31.924
F4_5_Def,dan4,0.111,57,67,74,77,77,77,77,76,75,75,74.175
F4_5_Def,wo,0.17,75,75,75,75,76,77,75,72,67,63,73.538
F4_5_Def,bu,0.11,63,60,56,54,62,67,69,70,69,63,63.5
F4_5_Def,zhi1,0.13,63,51,51,61,66,63,67,71,70,62,62.339
F4_5_Def,dao4,0.15,62,58,69,74,75,75,75,74,72,68,70.611
F4_5_Def,hui4,0.18,68,58,60,59,72,74,74,74,73,73,68.267
F4_5_Def,yi4,0.1,73,73,73,72,71,71,70,69,64,57,69.858
F4_5_Def,di4,0.21,57,44,58,69,71,73,74,73,69,62,65.522
F4_5_Def,dian3,0.27,62,53,62,70,71,71,69,65,64,57,65.079
F4_5_Def,sil,0.688,57,37,28,29,25,24,23,27,26,--undefined--,30.137
F4_5_Non,sil,0.09,--undefined--,--undefined--,--undefined--,--undefined--,24,23,28,34,46,58,33.097
F4_5_Non,dan4,0.095,58,66,71,74,77,78,78,77,76,76,73.777
F4_5_Non,wo,0.14,76,75,76,76,77,76,76,73,69,66,74.253
F4_5_Non,bu,0.09,66,62,60,60,63,68,72,74,74,71,66.778
F4_5_Non,zhi1,0.11,71,67,64,64,67,71,75,76,73,68,69.463
F4_5_Non,dao4,0.14,68,75,78,78,78,78,77,75,71,64,75.124
F4_5_Non,hui4,0.16,64,58,66,72,75,76,77,76,74,72,71.178
F4_5_Non,yi4,0.09,72,72,72,71,71,71,70,68,64,61,69.551
F4_5_Non,di4,0.19,61,54,58,68,69,70,72,72,68,68,66.036
F4_5_Non,dian3,0.19,68,65,67,68,70,70,71,67,66,59,67.789
F4_5_Non,sil,0.113,59,48,45,42,39,37,36,--undefined--,--undefined--,--undefined--,42.437
F4_6_Def,sil,0.086,--undefined--,--undefined--,--undefined--,27,26,27,30,34,44,55,33.728
F4_6_Def,dan4,0.099,55,62,67,70,70,70,70,71,71,71,68.402
F4_6_Def,wo,0.09,71,70,69,68,68,67,67,66,65,65,67.557
F4_6_Def,bu,0.09,65,64,64,63,64,66,67,66,61,53,63.756
F4_6_Def,tai,0.15,53,55,56,64,68,67,67,67,67,65,63.272
F4_6_Def,ming2,0.17,65,66,67,68,68,68,67,66,64,59,66.416
F4_6_Def,bai,0.16,59,60,67,67,67,67,67,66,65,58,65.114
F4_6_Def,qi,0.13,58,47,53,59,58,51,59,66,64,60,57.277
F4_6_Def,zong,0.19,60,51,58,69,69,69,69,69,69,68,65.519
F4_6_Def,di1,0.33,68,68,68,66,62,64,66,65,64,62,65.021
F4_6_Def,yuan2,0.08,62,62,62,62,62,63,64,63,62,60,62.298
F4_6_Def,li3,0.2,60,57,68,67,65,64,62,60,57,39,61.187
F4_6_Def,sil,0.089,39,35,32,33,34,32,28,--undefined--,--undefined--,--undefined--,32.973
F4_6_Non,sil,0.055,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,23,23,22,24,26,23.314
F4_6_Non,dan4,0.12,26,39,56,69,76,78,79,78,77,77,67.072
F4_6_Non,wo,0.12,77,77,77,77,77,77,76,74,73,73,76.012
F4_6_Non,bu,0.14,73,68,64,65,67,71,74,75,75,73,70.181
F4_6_Non,tai,0.17,73,73,74,74,73,75,75,73,71,72,73.384
F4_6_Non,ming2,0.14,72,72,73,74,75,74,73,72,71,71,72.885
F4_6_Non,bai,0.15,71,73,74,75,75,74,74,72,71,66,73.002
F4_6_Non,ji1,0.11,66,59,59,60,61,69,72,73,72,70,65.678
F4_6_Non,zong,0.14,70,63,66,72,74,74,74,73,71,71,70.942
F4_6_Non,de,0.08,71,72,73,74,74,74,74,74,73,73,73.39
F4_6_Non,yuan2,0.26,73,73,72,74,75,73,73,72,70,68,72.546
F4_6_Non,li3,0.28,68,69,72,71,69,66,58,59,40,--undefined--,62.435
F4_6_Non,sil,0.022,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
F4_7_Def,sil,0.085,--undefined--,--undefined--,--undefined--,--undefined--,26,28,31,38,48,59,35.538
F4_7_Def,dan4,0.11,59,69,74,76,77,77,76,75,74,74,73.898
F4_7_Def,wo,0.16,74,74,74,74,74,74,74,74,74,65,73.533
F4_7_Def,zhao3,0.23,65,51,58,67,74,73,69,69,68,66,65.977
F4_7_Def,bu,0.08,66,64,64,63,64,65,67,68,69,69,65.675
F4_7_Def,dao,0.17,69,58,60,72,75,74,71,72,72,72,69.45
F4_7_Def,nei4,0.11,72,71,70,71,71,72,72,72,71,69,71.218
F4_7_Def,ge,0.13,69,67,66,69,73,74,75,74,70,69,70.637
F4_7_Def,wang3,0.2,69,72,72,71,70,70,69,68,66,65,69.445
F4_7_Def,zhan4,0.3,65,60,70,72,70,69,67,63,62,57,66.066
F4_7_Def,sil,0.075,57,53,48,43,41,39,--undefined--,--undefined--,--undefined--,--undefined--,45.68
F4_7_Non,sil,0.085,--undefined--,--undefined--,--undefined--,--undefined--,30,26,28,35,43,54,34.378
F4_7_Non,dan4,0.1,54,64,71,75,76,77,77,77,76,76,73.296
F4_7_Non,wo,0.13,76,76,76,76,76,76,76,75,72,63,74.832
F4_7_Non,zhao3,0.17,63,57,66,75,76,76,76,76,74,69,71.298
F4_7_Non,bu,0.08,69,67,67,68,70,72,74,75,74,71,70.651
F4_7_Non,dao,0.14,71,67,74,78,78,78,78,77,75,73,75.062
F4_7_Non,nei4,0.13,73,70,70,72,72,72,73,72,69,67,71.026
F4_7_Non,ge,0.11,67,69,73,74,76,76,74,71,70,71,72.387
F4_7_Non,wang3,0.18,71,73,74,73,71,70,70,69,66,64,70.505
F4_7_Non,zhan4,0.355,64,60,72,73,72,70,68,65,62,53,67.28
F4_7_Non,sil,0.068,53,47,42,39,35,34,--undefined--,--undefined--,--undefined--,--undefined--,41.214
F4_8_Def,sil,0.088,--undefined--,--undefined--,--undefined--,27,29,31,33,40,51,64,38.004
F4_8_Def,dan4,0.167,64,76,78,79,79,77,76,76,75,74,76.202
