Filename,Segment label,Beginning,End,H1-H2,H1-A1,H1-A2,H1-A3,H1-H2,H1-A1,H1-A2,H1-A3,H1-H2,H1-A1,H1-A2,H1-A3
F0_1_Def,zh,1.295,1.395,15.46969405,8.010659806,47.83539787,37.69298543,-0.068363174,4.070823933,5.859061909,1.482999998,18.53892515,18.53892515,16.70721812,5.833012513
F0_1_Def,ei4,1.395,1.455,2.222935771,2.222935771,31.099381,33.13275536,2.363933735,3.138193323,32.74052466,36.29900362,9.962945908,13.53680855,38.43241962,49.73188868
F0_1_Def,b,1.455,1.535,24.94287455,0,58.09164017,50.5437775,28.71894298,0,57.97953715,47.52982891,6.090777115,3.621414603,24.2047069,44.90951219
F0_1_Def,en3,1.535,1.575,15.18988243,6.309338051,22.73014876,44.52247896,6.650925144,12.09190353,15.7680596,29.69436026,4.753740973,6.173758986,8.368232524,18.16518039
F0_1_Def,sp,1.575,1.615,0.615223044,0.521654773,13.6471206,23.68311311,11.02344395,11.02344395,18.77544664,34.66445094,11.1962741,5.453271765,30.73472187,35.45244475
F0_1_Def,sh,1.615,1.815,20.75015912,1.783363133,1.622083774,1.63127238,1.141052844,-23.31178003,-23.45185518,-19.26194331,4.367464749,-12.17060005,-0.757220422,6.789340678
F0_1_Def,u,1.815,1.935,6.485638797,20.09981458,28.59898984,61.39226635,8.814594693,20.66458607,25.91164785,52.69271741,21.24480581,0,34.94256419,52.76017684
F0_1_Def,sil,1.935,1.992,0,0,0,0,0,0,0,0,0,0,0,0
F0_1_Non,sil,0,0.037145861,0,0,0,0,0,0,0,0,0,0,0,0
F0_1_Non,t,0.037145861,0.105,0,0,0,0,0,0,0,0,0,0,0,0
F0_1_Non,u2,0.105,0.145,6.166968261,12.54095558,26.36896088,49.26385685,4.024351228,4.134394483,31.55063611,38.2990079,6.760880167,6.946351917,25.11489594,45.57083833
F0_1_Non,sh,0.145,0.215,12.9945897,13.4820872,25.52093648,42.61338611,9.900506327,7.624457207,-0.160781065,12.96553656,18.15234794,1.300172665,10.56968465,18.89891027
F0_1_Non,u1,0.215,0.275,7.820840852,30.2377869,24.63754801,53.17764906,4.288440128,31.22121972,16.7541096,49.58790073,6.184576516,7.565451342,19.31179802,42.84723821
F0_1_Non,g,0.275,0.315,18.65190367,4.376679328,23.21601179,48.00560441,14.93727217,4.767517677,24.23527103,53.75626736,11.11228128,24.46330297,16.60195218,40.60835553
F0_1_Non,uan3,0.315,0.505,2.562386961,7.001307832,17.19602203,34.87679669,5.864465223,10.37330636,11.4887605,28.17521255,4.998271509,4.998271509,25.34215107,37.34877601
F0_1_Non,l,0.505,0.615,9.106609965,25.99982953,44.43687258,52.98839215,1.455624408,1.455624408,31.62044046,34.02511505,-2.036714583,-2.036714583,29.44778967,34.24795352
F0_1_Non,i,0.615,0.645,8.292982033,12.51958905,31.25653606,31.96885179,12.40103148,16.41115081,22.36003694,33.95671325,16.44049109,17.76486759,28.86197167,31.92919736
F0_1_Non,h,0.645,0.725,15.21313156,2.444495292,10.99185443,17.23611572,4.259724276,-6.33454805,-13.082148,4.276009466,16.13957727,18.94729488,24.26779805,36.988812
F0_1_Non,ao3,0.725,0.765,6.681439205,7.825510114,12.49627286,36.99249082,6.49319786,7.620859629,24.51631504,33.33337991,7.472549853,7.961954157,26.09339964,36.78072229
F0_1_Non,x,0.765,0.855,18.39495235,18.39495235,32.25998825,42.43986001,20.05554801,18.62853877,7.848179321,12.93032823,14.12890099,21.05096034,14.84162772,26.62215442
F0_1_Non,iang4,0.855,0.915,8.336397868,6.760053038,23.5134768,36.71798759,6.873242135,4.950850481,13.7691838,30.10258156,6.070129294,6.887182523,22.06976659,36.83059684
F0_1_Non,m,0.915,0.995,9.276088974,20.33236884,36.81727861,46.6189323,6.608171525,30.51390917,31.11854232,43.29811173,4.229018283,4.229018283,29.6266212,40.16173942
F0_1_Non,ei2,0.995,1.055,3.593213066,1.146436954,19.63517356,25.3826163,1.810556657,13.30490766,18.55931322,21.80978159,-0.352088959,-0.352088959,12.42607857,23.85811947
F0_1_Non,you,1.055,1.165,-3.709647562,-3.709647562,14.34889262,22.41102823,-5.294188113,-5.294188113,10.04062439,20.0499678,-4.861207748,-4.861207748,17.2033794,34.75079128
F0_1_Non,zh,1.165,1.265,8.109127689,23.66245852,25.62648399,44.29790307,-0.148918902,-1.222476152,-7.917776764,-7.917776764,6.365872989,13.62004219,20.51461065,26.38999462
F0_1_Non,e4,1.265,1.315,-1.841543966,-1.841543966,26.24577484,30.12239173,-3.246814637,-3.246814637,20.97465311,32.50347688,11.6451076,5.588301958,41.41197881,56.64920262
F0_1_Non,b,1.315,1.375,12.62194738,2.134259839,44.50882743,50.52921314,7.664027032,18.11233742,33.59264628,51.54102838,2.305810988,4.757458504,24.53478075,42.5937841
F0_1_Non,en3,1.375,1.465,7.046898291,4.847035226,12.42639023,30.84425542,0.962231527,-4.835671011,2.727334259,20.82061808,12.35743205,20.32817518,35.37558089,42.86091167
F0_1_Non,sh,1.465,1.615,21.3481253,46.77603944,22.71307867,33.66713574,0.581961714,-31.25665895,-31.25665895,-21.25551043,-1.910441828,-22.24306036,-19.38630133,-14.30862937
F0_1_Non,u,1.615,1.775,1.353000243,1.353000243,23.01013318,51.72501371,5.425624301,1.886065279,12.66324739,52.06828837,15.12679457,23.83380713,47.16249971,47.16249971
F0_1_Non,sil,1.775,1.8126875,0,0,0,0,0,0,0,0,0,0,0,0
F0_2_Def,sil,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0
F0_2_Def,d,0.035,0.065,0,0,0,0,0,0,0,0,18.50227311,3.44451922,9.522415807,18.08065688
F0_2_Def,an4,0.065,0.145,10.30949922,9.332469961,28.62586256,43.34360502,8.413079761,7.863406015,19.90864123,41.40479528,8.135590379,10.19571845,21.43318177,44.80994111
F0_2_Def,wo,0.145,0.295,6.090730802,32.83373291,11.9218322,52.24059146,3.27705608,11.10436079,16.67911667,48.10612906,-0.578169332,0.65076677,24.44943094,34.55266518
F0_2_Def,x,0.295,0.395,6.041997146,17.58099824,11.97523916,19.41989525,5.397506891,0.35958492,-1.58792788,9.39468933,5.059460633,7.154098086,0.768884413,6.062598191
F0_2_Def,ian4,0.395,0.535,5.251234644,5.251234644,30.63177594,37.35248712,9.424959088,9.424959088,35.65432562,50.0220395,17.1363002,18.19178582,51.50545212,65.11295264
F0_2_Def,z,0.535,0.625,19.23334968,31.13423137,32.71728846,34.81105885,12.72059269,12.72059269,10.05005173,10.41907499,6.078912873,6.078912873,32.19667677,43.79020286
F0_2_Def,ai4,0.625,0.755,5.791331972,2.881212182,21.79121074,36.32536368,4.68261009,3.136562686,18.85669756,32.15424649,2.408120854,3.863704865,24.59420748,31.18726397
F0_2_Def,you,0.755,0.885,-0.035698753,-0.035698753,31.09836518,30.2204987,-0.03742852,-0.03742852,31.63541359,32.10285252,1.415978866,1.415978866,33.38759506,43.18669265
F0_2_Def,d,0.885,0.925,13.61645081,7.633272496,44.65237835,42.80709146,17.47203337,0,26.73908856,33.2822772,16.8697987,0,34.27606131,39.46823509
F0_2_Def,ian3,0.925,1.065,3.528738462,3.528738462,38.20730458,40.64664836,4.446179228,4.446179228,42.69414405,43.58028943,8.417981416,33.82907768,62.81590776,62.81590776
F0_2_Def,j,1.065,1.195,9.634818242,14.35003297,22.06490824,28.94163461,3.954871875,7.603100536,-4.847427636,-2.918908191,10.65888451,21.61937292,9.475584365,16.42395053
F0_2_Def,i2,1.195,1.275,-4.750574684,-4.750574684,30.84220948,27.36232075,-5.721935295,-5.721935295,36.51493741,27.38678916,-2.89706667,-2.89706667,24.89985753,30.1852128
F0_2_Def,sh,1.275,1.485,12.86972402,0.754331088,-0.524559202,-3.085711468,-3.128743868,-7.811391136,-17.90376617,-21.86536516,12.66993744,-2.839496348,-5.54310818,-5.54310818
F0_2_Def,i4,1.485,1.605,2.194758753,2.194758753,34.60267498,40.63984918,0.535601399,0.535601399,24.2015204,38.98153397,11.51500815,19.22895339,36.34448696,48.60984986
F0_2_Def,sil,1.605,1.6441875,0,0,0,0,0,0,0,0,0,0,0,0
F0_2_Non,sil,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0
F0_2_Non,d,0.035,0.065,1.556384424,8.433794861,26.60656347,34.93778434,1.800445515,-2.942997737,15.67604597,25.58556856,1.940570764,-5.819251121,5.183781027,24.3256342
F0_2_Non,an4,0.065,0.125,2.138741901,-4.051048928,8.132344989,22.40481711,2.0618625,-2.390506735,5.466136944,25.67499841,1.57976826,-0.385050152,7.160635415,29.43435237
F0_2_Non,wo,0.125,0.255,0.826090742,0.826090742,13.45739777,43.06013635,4.23470434,6.685390261,12.1045115,35.72905715,4.291286402,0.723687776,23.61683426,30.83348912
F0_2_Non,x,0.255,0.355,15.50299121,14.00184341,25.54932589,28.00665151,0.001271052,6.473743272,-3.981327125,-0.589671255,14.92132275,4.152599037,7.195523225,7.689552823
F0_2_Non,ian4,0.355,0.475,3.253962277,3.253962277,32.97832949,29.0675641,2.931450585,14.73902087,30.16955381,35.15492191,10.82698749,34.2594738,39.14697708,57.06849391
F0_2_Non,z,0.475,0.525,20.46336529,0.645549154,46.47396875,44.52802068,26.81902254,0,8.610347457,15.74725648,2.92304409,2.92304409,30.40049209,34.01069913
F0_2_Non,ai4,0.525,0.635,3.363064709,-2.022958143,17.1313267,30.85280296,4.242457315,-3.396897322,14.12200238,23.98631147,1.363996001,29.17268162,20.27987881,21.60205147
F0_2_Non,you,0.635,0.735,0.007966594,0.007966594,19.61361344,23.72774693,0.857900734,8.888008624,20.60849373,22.24611764,-2.547536569,-2.547536569,21.5254202,26.4080507
F0_2_Non,d,0.735,0.785,14.35120234,20.06533004,57.512778,52.05075151,18.73353615,0.230709412,39.1643447,41.29046702,1.602000754,1.602000754,29.00632962,28.48038921
F0_2_Non,ian3,0.785,0.935,-3.268379924,-3.268379924,24.51076966,22.61716643,4.119384177,8.922477934,23.78037396,25.94122542,11.87341156,33.57053857,31.1329399,54.96287051
F0_2_Non,j,0.935,1.055,6.278441938,16.7678511,14.21875159,9.3384885,-8.153055528,-4.355029632,-16.57498922,-19.79362516,4.825879924,8.446540605,30.13645896,33.45189952
F0_2_Non,i2,1.055,1.125,-1.497009052,-1.497009052,23.3484416,28.8873055,-1.582321466,-1.582321466,16.8028733,19.75398631,0.390389287,0.390389287,26.05221132,26.72912381
F0_2_Non,sh,1.125,1.305,14.31434569,15.07815176,7.823530645,6.400746322,9.050467429,-20.71867901,-20.81176459,-20.73723974,5.780487536,34.38693123,15.70753121,15.44457272
F0_2_Non,i4,1.305,1.425,-4.783878442,-4.783878442,17.10779344,32.77138125,5.999519702,0.973732709,12.00828522,20.03210682,18.06629453,19.43972555,27.13545902,41.84178685
F0_2_Non,sil,1.425,1.4584375,0,0,0,0,0,0,0,0,0,0,0,0
F0_3_Def,sil,0,0.116439901,0,0,0,0,0,0,0,0,0,0,0,0
F0_3_Def,j,0.116439901,0.175,0,0,0,0,11.78506545,5.969197681,4.67745057,20.05444305,13.72793503,21.25142361,41.12445207,41.54100011
F0_3_Def,in1,0.175,0.245,14.95575471,9.980785542,46.24817671,59.38703243,21.29317518,0,29.21208907,61.16263508,24.38373169,0,40.9136413,60.23854037
F0_3_Def,t,0.245,0.275,18.65816583,1.17516873,41.77093072,44.59818464,19.98084911,0.866319223,40.82610581,33.74210573,19.79094636,0.535598841,31.89847688,31.72618523
F0_3_Def,ian1,0.275,0.425,14.11778097,30.75653099,40.06188942,37.02459378,6.538881418,6.538881418,33.16640751,38.79759327,22.25032496,0,47.47149413,64.69960572
F0_3_Def,b,0.425,0.475,28.91312586,0,35.48878208,43.50410266,6.512938782,11.55659961,2.54422667,11.28349502,20.87021144,29.47756734,18.98783326,19.37053767
F0_3_Def,i4,0.475,0.525,24.6090891,0,37.79289317,34.67177287,19.79333558,0,32.92369058,40.30505014,20.28896431,0.158936336,38.36983391,37.67767091
F0_3_Def,x,0.525,0.675,16.60466072,11.44656825,2.592773127,-0.604642817,11.51187729,-7.355142585,-13.02619705,-10.62877804,21.62479301,21.61468488,12.99452405,19.19094744
F0_3_Def,u1,0.675,0.705,10.01930514,23.37712763,32.56289527,30.49477816,10.30017948,16.74268774,36.72320121,39.70149245,12.66310446,5.588957436,34.64046587,36.6069923
F0_3_Def,g,0.705,0.785,15.09741248,4.208126583,4.410782597,15.55403476,2.215579508,3.253515099,15.07575601,20.20876698,16.52989555,1.905119046,31.12084108,27.17830829
F0_3_Def,ei3,0.785,0.855,7.094087147,7.094087147,40.33819832,42.42714358,8.601095314,8.601095314,39.96220928,39.72651408,16.27935567,15.47539536,45.04683231,55.79261974
F0_3_Def,t,0.855,0.915,27.56832631,18.23487801,45.23735431,48.18512984,0.877244135,6.020017505,10.13405996,18.29812549,24.12843581,17.86045772,20.53445328,34.67335494
F0_3_Def,a1,0.915,0.985,18.35548098,14.7373212,23.84035958,39.86850875,21.62985655,22.87977974,20.93146071,36.57789761,13.7303391,27.37403648,25.03478071,41.03466811
F0_3_Def,d,0.985,1.035,17.12187462,9.264026934,39.61992382,48.94875375,19.64344815,18.9333402,38.25991935,46.64537542,8.695205553,12.53558452,23.71464944,43.59224787
F0_3_Def,a,1.035,1.125,7.530849533,10.8528434,29.30369336,46.5952368,7.93608817,6.164540916,18.06386518,32.65169804,7.742260319,0.926845463,3.343425849,20.09628743
F0_3_Def,sp,1.125,1.145,-6.10290366,3.149126513,-0.088952431,23.14121027,5.11464799,4.032794177,16.7025731,36.96539111,6.772515029,24.35242801,31.43768909,49.03991405
F0_3_Def,d,1.145,1.205,27.93056675,0.137015762,31.03997036,50.76840591,-15.89551915,-18.01786382,-9.367643201,-0.81455897,4.111556432,-0.376265794,10.93072235,10.05818412
F0_3_Def,ian4,1.205,1.315,6.875211737,8.236726408,33.36868956,40.80332553,5.085865538,5.085865538,31.02225469,32.21443848,11.07610311,14.64277578,28.99951309,35.92949625
F0_3_Def,h,1.315,1.455,26.67681863,34.15721005,21.27311592,54.46947989,1.239178556,2.63816202,26.91213764,25.08000911,12.38792457,15.40356993,42.12005443,38.71096973
F0_3_Def,ua4,1.455,1.614473776,8.679721563,17.75446212,16.62621431,35.90572481,12.98181568,30.34153913,24.11266467,41.31856422,20.19131615,27.45808315,46.69425099,55.40369512
F0_3_Def,sil,1.614473776,1.7081875,0,0,0,0,0,0,0,0,0,0,0,0
F0_3_Non,sil,0,0.053863032,0,0,0,0,0,0,0,0,0,0,0,0
F0_3_Non,j,0.053863032,0.115,0,0,0,0,5.213667239,4.065493125,15.0948317,9.425552105,5.977340012,7.564698953,33.17303226,35.46820797
F0_3_Non,in1,0.115,0.175,5.413843011,5.413843011,34.76943818,33.31612183,15.28745077,5.304437972,47.02728584,58.06539765,21.54567859,0,46.7849461,51.98493266
F0_3_Non,t,0.175,0.205,18.35498562,0,54.72414334,54.60519663,20.40783758,0,29.66214763,37.88801042,23.73393789,0,29.20131726,31.63139636
F0_3_Non,ian1,0.205,0.345,14.62327509,36.61446221,33.8944706,38.76519019,5.353561613,32.30386051,18.96282339,36.86183697,20.20950053,0,53.92963607,58.85029472
F0_3_Non,b,0.345,0.395,19.20396374,0,43.60495288,46.94379454,12.13820944,20.99786415,34.80078103,36.78062609,11.45920435,0,13.19615024,18.76429823
F0_3_Non,i4,0.395,0.515,15.53760065,2.44695932,24.22561872,24.22561872,13.29410825,15.60314474,18.45400882,25.03820225,14.25109712,11.09853425,29.7567869,32.91287509
F0_3_Non,x,0.515,0.635,17.96185407,25.33911803,9.597973162,9.774328351,11.70175502,-2.950378609,-6.09327369,-6.030407683,10.63681887,29.45131204,18.53011728,18.74325941
F0_3_Non,u1,0.635,0.685,3.371718771,3.371718771,41.0888826,33.68664209,3.058698774,3.058698774,37.6045505,34.39909244,5.631784371,5.790144055,49.73892195,43.10724379
F0_3_Non,g,0.685,0.735,18.76259525,2.40356499,45.40178791,47.52250461,7.629913447,12.41142617,35.79386658,31.56925347,13.29074738,2.111514006,-1.690775269,15.6063079
F0_3_Non,ei3,0.735,0.815,1.950250989,2.1512916,31.10099148,36.7975726,7.651234327,6.539741177,31.13336355,34.43955869,16.46057969,19.11626793,31.75311024,34.85812713
F0_3_Non,t,0.815,0.875,21.61471033,12.09662326,37.59544812,39.49575134,1.065659844,1.752701787,7.036231801,8.544494278,18.91108932,16.7752763,16.749224,29.62617638
F0_3_Non,a1,0.875,0.955,16.29684135,17.68201161,22.41531007,35.61408518,10.14990062,9.189343599,16.35735894,33.85743411,10.03069674,10.16738976,25.06620998,35.84439478
F0_3_Non,d,0.955,1.005,21.52263004,21.52263004,35.29994731,52.25898966,9.512207473,11.23614628,32.3216904,41.80154494,9.064892207,7.561391254,23.86052336,33.08884181
F0_3_Non,a,1.005,1.105,9.781024159,5.218520834,14.27266101,34.46349315,8.809098334,6.811623658,10.71115191,24.85029007,6.365256693,-3.32529486,4.746005488,19.95966083
F0_3_Non,d,1.105,1.165,12.14837147,6.461386084,12.44174463,26.91407996,16.79181269,10.9260733,12.11905542,28.31214172,4.594949608,3.98182317,4.031200101,4.693290844
F0_3_Non,ian4,1.165,1.275,-1.790087947,-5.472649485,9.781242787,11.72236327,13.23674121,17.58359482,19.59838924,23.90797558,15.74656164,13.4630379,24.03995244,32.25595131
F0_3_Non,h,1.275,1.405,22.07932316,10.23370782,10.23370782,42.41040842,-4.094262148,-4.369163101,-5.967860352,8.324822747,11.90549013,-5.252662812,-6.779852185,24.12223531
F0_3_Non,ua4,1.405,1.523984215,9.176630205,2.485624183,4.087473297,25.08140155,0,0,0,0,0,0,0,0
F0_3_Non,sil,1.523984215,1.59375,0,0,0,0,0,0,0,0,0,0,0,0
F0_4_Def,sil,0,0.117613745,0,0,0,0,0,0,0,0,0,0,0,0
F0_4_Def,d,0.117613745,0.145,0,0,0,0,0,0,0,0,0,0,0,0
F0_4_Def,an4,0.145,0.245,14.59816633,17.42100061,23.90256793,35.33474329,9.811700051,17.34531287,21.94759266,34.84314874,11.53226173,33.65276795,18.88061576,42.50814612
F0_4_Def,wo,0.245,0.375,11.82285979,25.12517948,22.54007802,47.64394103,8.288578709,8.288578709,23.88569946,48.56810217,6.944719738,12.34164532,24.16926072,56.1075816
